x,y
96.8050443560311,618.8075706067206
40.542450965091646,899.362635108488
72.35195105005664,777.6216718621005
43.639388259147495,772.096654291683
9.601508650533352,695.4906734542574
49.26965782189955,335.7730029725126
49.18762466756444,904.1935309827165
57.47279705073678,900.4883672074039
56.43005681418332,814.9639262281013
66.93631346145723,962.747184429563
81.23613091743499,692.127129285871
97.74355680972006,629.0914550455581
16.118831456613613,696.4033996850859
75.17171303684252,190.6522633591461
8.231824693741185,77.05384975953211
60.47984752059907,203.89955876233932
44.64319133227459,237.03126525557605
92.58529396838678,309.6785904648227
63.95932462179405,375.1978708493364
50.393720124090144,761.8336669618927
28.53423916933928,386.77882930887785
32.871055683199124,953.1651865824563
85.62921792626548,934.5714415535309
25.092432163809974,984.104859713123
44.777011178302416,355.7846014742737
972.4087738470793,847.5698708554336
929.2158834449835,849.6023544370901
979.3378101699287,683.8563533456863
928.0847847756863,496.6465770348909
950.1593040404751,435.0011359723175
964.0567578784737,641.7043960971038
929.4127557159801,391.5630289873875
969.1797440954623,8.209448583023526
971.2176701850582,745.2759697483779
942.3782434702077,90.227106742782
951.3204152776758,998.3788856629527
912.5319469230553,558.0801312754361
914.2910081013373,918.1933328711466
977.435390996778,658.59973749265
907.5843308594559,860.1199381082511
926.1724188069276,728.742720972656
938.6227114521598,409.89806078967797
908.547895585329,67.31492872063782
903.769481709097,97.43122645405056
901.1685752017096,193.31578672463635
957.7749996751272,982.1992502805026
999.6700708924196,579.8284612373699
914.9976232550266,641.2234626091215
967.6378411332156,200.90391798437912
960.5917192947112,73.25519977022022
615.2333415930349,52.055275244669005
824.6363856617144,87.44736601346281
456.8490220613352,85.64778036399973
736.000525526083,34.693528482086414
325.81852606323645,48.24994632522658
803.4234401143553,4.7230295126060255
846.2538421594377,12.750660605647557
619.410002147141,38.65745478633357
142.56142571503528,95.29281548757208
721.8807561542117,20.641091664399134
874.094002452566,75.42380590106342
580.2394850493683,94.55549137141294
563.3390780974215,45.73495030044924
522.9985803261964,95.52761589761283
724.801216914115,74.33815419020588
844.0538132523745,48.396699872019155
442.596785024861,18.61467999175631
242.94547423995516,33.44086288931183
806.1068355965523,71.26762622543868
915.486848216504,13.762502094390383
330.8296341567306,95.37475558864733
18.688231069524107,74.37177862625889
85.01051504439727,53.57297599677213
926.4287008988387,81.85643825870201
645.5302006480573,99.87655072060944
401.7538703395377,999.7311347518013
160.40529738404751,934.8586320135165
459.1732468147716,940.9707310020838
712.6840374589685,977.7424668455815
949.269948865465,942.5980485174289
738.8233898329238,995.5601124114612
844.1407921852898,974.9338081780826
487.48701016919205,913.0980163790604
951.9583224136657,965.1567053746796
273.39807659967585,909.4668068726194
547.5214251947422,966.4075139629765
459.013037532097,990.0303027707272
236.04066022478952,938.2127534037452
210.03546518785475,966.1406535971827
444.6167740919296,985.4028598667546
83.8843546065835,974.0178451433105
18.233146380780884,918.3928111495626
535.2244655176976,906.2915605002081
847.4889241177642,945.7331208602702
801.8352395183871,900.4883978961379
144.3628501755535,933.9450470980651
81.91528658998548,917.9559514890948
53.85018741099445,992.6010791764538
310.65490609830835,938.5370285300212
591.8759895733153,913.6084056685596
