"","x","y"
"1",748.609069967642,101.995978271589
"2",477.615498472005,64.4942957442254
"3",42.0267903245986,70.2485577203333
"4",165.118015836924,606.366501189768
"5",165.631205774844,241.264116251841
"6",812.559299869463,476.270769489929
"7",367.156903259456,226.607164600864
"8",845.987011678517,186.86677981168
"9",293.241207255051,873.738698661327
"10",474.261043826118,305.598424980417
"11",395.92940127477,126.380240079015
"12",700.647371821105,181.020587449893
"13",416.236603632569,423.374561825767
"14",326.242638751864,667.672380805016
"15",113.7520885095,484.541769837961
"16",393.699925858527,161.097480682656
"17",507.793424883857,863.977668806911
"18",904.972743010148,742.615108145401
"19",387.350193923339,1.35230668820441
"20",607.372548198327,579.740702873096
"21",790.323734283447,765.742401825264
"22",873.280144296587,936.048705596477
"23",297.813402954489,896.362024592236
"24",486.457269638777,403.018422424793
"25",945.336813805625,402.431368362159
"26",75.1767156179994,781.543620163575
"27",855.111186392605,22.1104668453336
"28",615.477252984419,22.0368455629796
"29",912.230147281662,662.792609538883
"30",278.885073959827,931.741554057226
"31",184.640873456374,140.603529289365
"32",312.061813427135,710.051617585123
"33",775.265967240557,838.501969585195
"34",300.455277319998,488.084799842909
"35",893.726986134425,760.247275931761
"36",823.518175864592,353.993744589388
"37",27.6411904487759,931.19192798622
"38",323.070401325822,849.101793486625
"39",691.082257777452,15.7988660503179
"40",679.762943880633,922.239506384358
"41",406.770570669323,860.947980545461
"42",206.447812961414,233.689081622288
"43",6.71485788188875,430.993863381445
"44",99.5772434398532,627.956240205094
"45",369.223052402958,292.411478236318
"46",337.995442794636,268.04096181877
"47",778.932636836544,262.451468268409
"48",248.412922024727,693.224480608478
"49",77.1967861801386,250.642893370241
"50",736.359395552427,521.99944248423
"51",125.985787250102,758.714813506231
"52",906.237702583894,408.889963058755
"53",198.670299723744,90.2249140199274
"54",872.578012291342,837.861865991727
"55",159.587997244671,288.5822057724
"56",946.686165640131,250.699363416061
"57",791.231255978346,935.838478151709
"58",655.065020546317,718.697539297864
"59",335.78496100381,371.493279701099
"60",357.202143641189,412.395824678242
"61",790.168227627873,818.870487622917
"62",136.134894564748,348.561368184164
"63",731.318027013913,510.277085006237
"64",579.893060261384,886.905310209841
"65",817.183685256168,488.681541755795
"66",305.174058536068,887.933996506035
"67",526.294089620933,7.65349343419075
"68",508.323244052008,928.675909759477
"69",489.86580921337,405.114315915853
"70",807.306524831802,632.990614743903
"71",219.532071379945,178.752440493554
"72",587.138970149681,390.864903340116
"73",179.284065496176,926.410859683529
"74",850.215655285865,97.3470422904938
"75",510.147104272619,95.9266426507384
"76",844.634654466063,954.022641759366
"77",432.606114307418,941.682572709396
"78",373.958737356588,866.221682168543
"79",906.801805133,463.589111575857
"80",46.1075564380735,424.41017809324
"81",989.958649268374,56.9199002347887
"82",786.151990760118,643.410378135741
"83",616.695024073124,709.161245031282
"84",226.079914253205,947.647219523787
"85",881.327836308628,295.721193775535
"86",231.090437388048,994.663881370798
"87",187.085213605314,594.482070533559
"88",754.666298395023,956.517869373783
"89",455.93871944584,173.17208298482
"90",838.971597841009,496.291352901608
"91",741.743005346507,455.875402316451
"92",432.451790897176,577.479930361733
"93",469.894944922999,949.042991967872
"94",813.404998509213,355.745353037491
"95",904.568549245596,219.173590885475
"96",53.8524542935193,543.81302674301
"97",349.129247479141,148.686658358201
"98",23.3291622716933,940.333640668541
"99",805.218884954229,239.711642963812
"100",322.562988149002,711.685872403905
