,x,y
1,834.8421487,98.91265041
2,104.7961044,344.7755932
3,744.6404817,689.2540289
4,360.5008363,182.1620121
5,359.3108378,2.54124272
6,609.2383806,267.5541642
7,393.7795511,699.1276447
8,409.0726099,418.9343967
9,509.9024096,319.0749564
10,710.1479933,212.1946455
11,960.5262252,313.0252232
12,456.6211089,370.4398886
13,427.6515211,132.0826792
14,113.4637011,677.2994808
15,217.8988693,509.8067213
16,957.4720691,857.4260701
17,943.3507204,0.36377517
18,881.8242812,779.1449988
19,646.4105624,792.2951779
20,213.8248121,64.13964756
21,636.8320138,430.0190195
22,139.146252,346.5243579
23,458.7040703,841.6752424
24,873.8631852,484.1245451
25,258.4503059,258.7802335
26,664.8510978,116.9256055
27,862.674336,616.143758
28,148.848063,351.7299658
29,562.9499582,513.4577604
30,159.1552638,362.5322931
31,172.8949266,980.6756656
32,104.022961,405.6858774
33,202.937593,803.3939683
34,455.1892967,676.8205044
35,794.5749162,268.1560629
36,990.822681,500.9179519
37,805.0172006,404.9159892
38,377.4154057,728.2496574
39,515.7374256,363.2100552
40,58.89892137,877.7998372
41,711.0956862,460.7049014
42,72.5078134,935.816863
43,882.6115819,850.1896501
44,726.0578186,314.940555
45,833.3662124,485.4212527
46,710.2306838,404.5970466
47,697.4299182,986.5219483
48,930.1028034,467.5751903
49,881.6727489,338.0236483
50,94.9719833,448.4688696
51,456.4964172,173.3659612
52,492.7234919,573.0924076
53,108.9735039,718.0467719
54,153.7344609,892.5255032
55,984.2840333,788.9102496
56,271.5601537,484.6039603
57,897.1518866,312.1379551
58,164.2346455,695.3819552
59,132.3582947,579.5554975
60,317.3534027,389.5333524
61,307.4225588,459.6794432
62,422.0551868,615.385685
63,330.9963908,128.89974
64,568.0753729,589.479639
65,95.28466156,552.061067
66,797.9774849,487.1203044
67,268.6563705,549.4213326
68,911.4149129,978.9902725
69,901.7439797,171.1110566
70,15.85780035,527.5267442
71,853.682246,706.3051618
72,675.6061737,538.5150044
73,37.68029233,405.5702763
74,308.9478328,759.1467731
75,564.249492,712.6048877
76,594.0776295,202.6927357
77,680.8134078,982.7021711
78,632.431825,786.7613781
79,938.7024895,5.883066355
80,737.1195927,559.0544469
81,744.8555101,762.4720043
82,108.8855953,243.844204
83,493.6352726,752.9059206
84,866.7510361,28.54466795
85,18.25510768,78.9769004
86,182.9037207,768.5253134
87,112.6798781,981.7328957
88,853.2976592,509.3746123
89,48.4541488,291.9948605
90,499.4288952,302.2386698
91,503.089869,208.5981136
92,764.7271351,52.91761358
93,347.4789169,969.7946345
94,931.4189319,73.49188396
95,299.2059158,510.94827
96,551.1294838,407.4671439
97,57.5552596,574.6339399
98,595.3068024,638.984681
99,643.044151,142.755357
100,741.1940326,486.5012072
