,x,y
1,115.0545664,103.3525109
2,609.0665393,490.1096611
3,133.3909642,44.70440244
4,240.58962,311.6274693
5,327.1390558,752.0396864
6,859.1374909,715.4990865
7,666.0902131,941.5542438
8,541.1622123,776.8953667
9,29.01382442,215.228515
10,733.7482963,904.9711806
11,394.9500184,552.264147
12,802.0471186,844.8978876
13,254.4211259,922.4894838
14,56.88493665,828.9612789
15,866.6486409,394.197998
16,221.0289959,598.1881366
17,404.989448,432.6980796
18,316.096471,694.1471357
19,76.6627,484.6864896
20,843.2246942,128.2603416
21,848.9391477,644.3704966
22,971.4650914,204.7062162
23,385.3769144,744.9571255
24,954.4881251,105.6172064
25,445.7583608,7.309493724
26,669.7246517,334.4889916
27,82.5000497,969.2555038
28,897.09858,700.9756894
29,298.0035007,413.6855347
30,262.3048226,120.7521705
31,5.129549064,60.36354435
32,543.2025153,726.2116738
33,475.596367,905.4509843
34,636.3736776,16.02591793
35,978.2041341,584.1408307
36,908.6627578,728.6040502
37,910.1530758,292.1975443
38,525.2556711,522.7976163
39,104.0189499,814.8518863
40,180.9145953,596.3269802
41,953.040221,378.5553395
42,411.9529834,77.55780549
43,865.0171206,486.9061762
44,672.1772795,468.1939061
45,628.7857959,181.5347567
46,275.5587766,70.13593446
47,896.7472697,508.4009321
48,206.8913713,331.8517348
49,404.4052431,214.4978203
50,993.5724924,94.65689421
51,735.7270815,837.9305287
52,445.0614125,355.1124704
53,560.6631694,826.7850722
54,411.2554891,25.96226923
55,726.987992,2.239577153
56,399.1968859,924.4177513
57,670.1451647,673.933251
58,704.7156079,994.8145801
59,609.5598713,479.5050214
60,540.0344642,159.1374966
61,206.0818509,952.2830528
62,199.1614766,166.0701735
63,795.7388648,369.285307
64,290.3327778,934.5599839
65,655.9628278,81.64113623
66,299.6167758,453.9621146
67,144.4783784,887.2905917
68,403.956667,319.4050603
69,310.2695268,962.6579377
70,243.3980163,997.3726003
71,588.1040427,486.0155241
72,245.343253,321.2915884
73,747.7706118,973.4389981
74,720.1466479,998.7185363
75,695.260867,445.2131001
76,102.7427786,44.74569544
77,943.6424282,447.0611235
78,503.3396329,710.1747998
79,899.6736194,626.0713276
80,198.5798844,670.6497702
81,594.4491868,971.9188598
82,965.4085817,661.9712409
83,998.6982459,91.45020236
84,24.16862498,589.7310102
85,481.3033335,211.5810064
86,291.4226897,795.075635
87,63.72056832,350.3059822
88,569.6243989,502.4364776
89,5.083284699,703.5391461
90,611.2775897,171.6276759
91,870.181477,601.0594411
92,883.601465,160.0346107
93,954.3194832,826.5784013
94,739.8638198,332.7016285
95,184.7129575,546.6971866
96,434.6783211,830.7106046
97,885.8994955,969.0670621
98,255.0462803,327.5349777
99,443.3126947,88.37381961
100,616.9369758,963.4891238
